document_id,document_name,hazard_type,statement_key,threshold_index,total_thresholds,threshold_text,source_authority,lead_time,is_conditional,condition_dependency,activation_type,has_stop_mechanism,forecast_variable,threshold_operator,threshold_value,threshold_unit,probability_value,lead_time_value,timeframe_unit,normalized_source,geographic_scope_type,geographic_scope_label,accumulation_window_value,accumulation_window_unit,persistence_value,persistence_unit,is_observational,referenced_eap_id,within_statement_connector,cross_statement_connector,llm_used,llm_error,original_variable,canonical_variable,subcategory,taxonomy_match_method,taxonomy_match_confidence
16566,Timor Leste - Flood sEAP (MDRTL001),Flood,trigger_statement_2,3,5,Expected cumulative rainfall total of more than 200 mm in next 72 hours,National Directorate for Meteorology and Geophysics (DNMG),3 days for activation of early actions; 24 hours for evacuation early action,True,Trigger 2 activation depends on forecasted red warning after Trigger 1 preparedness phase,dual-trigger,False,Rainfall total,>,200.0,mm,,3.0,days,DNMG,national,,72.0,hours,,,False,MDRTL001,,AND,azure_openai,,Rainfall total,Precipitation,Rainfall total,llm_disambiguation,1.0
16566,Timor Leste - Flood sEAP (MDRTL001),Flood,trigger_statement_2,4,5,Evacuation early action triggered only at 24-hour lead time,National Directorate for Meteorology and Geophysics (DNMG),3 days for activation of early actions; 24 hours for evacuation early action,True,Trigger 2 activation depends on forecasted red warning after Trigger 1 preparedness phase,dual-trigger,False,,,,,,,,,,,,,,,,,,,azure_openai,"1 validation error for NormalizedThreshold
forecast_variable
  Value error, forecast_variable cannot be temporal metadata such as lead time/duration/timeframe [type=value_error, input_value='Lead time', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/value_error",,Other,Other,other_fallback,0.0
16567,Indonesia - Flood EAP (MDRID027),Flood,trigger_statement_1,0,3,Total daily rainfall exceeding 50 mm (initial threshold for flood risk),"BMKG (Indonesian Meteorology, Climatology, and Geophysics Agency), BNPB (National Disaster Management Agency)","Up to 3 days ahead (BMKG forecast), up to 2 days ahead (BNPB Dashboard)",False,,multi-stage,False,Rainfall total,>,50.0,mm,,3.0,days,BMKG,national,,,,,,False,MDRID027,,,azure_openai,,Rainfall total,Precipitation,Total daily rainfall exceeding 50 mm,llm_disambiguation,1.0
16567,Indonesia - Flood EAP (MDRID027),Flood,trigger_statement_1,1,3,Rainfall exceeding 100 mm in 24 hours with 80% probability (BMKG forecast),"BMKG (Indonesian Meteorology, Climatology, and Geophysics Agency), BNPB (National Disaster Management Agency)","Up to 3 days ahead (BMKG forecast), up to 2 days ahead (BNPB Dashboard)",False,,multi-stage,False,Rainfall total,>=,100.0,mm,80.0,3.0,days,BMKG,national,,24.0,hours,,,False,MDRID027,,INDEPENDENT,azure_openai,,Rainfall total,Precipitation,Rainfall total exceeding 100 mm in 24 hours,llm_disambiguation,0.95
16567,Indonesia - Flood EAP (MDRID027),Flood,trigger_statement_1,2,3,Rainfall exceeding 80 mm/day (BNPB Prevention Dashboard),"BMKG (Indonesian Meteorology, Climatology, and Geophysics Agency), BNPB (National Disaster Management Agency)","Up to 3 days ahead (BMKG forecast), up to 2 days ahead (BNPB Dashboard)",False,,multi-stage,False,Rainfall total,>=,80.0,mm/day,,3.0,days,BMKG,national,,1.0,days,,,False,MDRID027,,,azure_openai,,Rainfall total,Precipitation,Rainfall total,llm_disambiguation,1.0
16567,Indonesia - Flood EAP (MDRID027),Flood,trigger_statement_2,0,2,Rainfall intensity exceeding 50 mm in 6 hours with over 60% probability during the 6 days prior to peak,"BMKG (Indonesian Meteorology, Climatology, and Geophysics Agency), SIHKA PUPR (Public Works and Housing Ministry), BNPB Prevention Dashboard","6 days prior to peak (pre-activation), hourly updates for water levels",True,Pre-activation stage precedes full activation based on higher rainfall thresholds,multi-stage,False,Rainfall total,>,50.0,mm,60.0,6.0,days,BMKG,national,,6.0,hours,,,False,MDRID027,,THEN,azure_openai,,Rainfall total,Precipitation,Rainfall total,llm_disambiguation,1.0
16567,Indonesia - Flood EAP (MDRID027),Flood,trigger_statement_2,1,2,"River water level monitoring categorized as Alert (Waspada), Standby (Siaga), or Warning (Awas)","BMKG (Indonesian Meteorology, Climatology, and Geophysics Agency), SIHKA PUPR (Public Works and Housing Ministry), BNPB Prevention Dashboard","6 days prior to peak (pre-activation), hourly updates for water levels",True,Pre-activation stage precedes full activation based on higher rainfall thresholds,multi-stage,False,,,,,,,,,,,,,,,,,,,azure_openai,"2 validation errors for NormalizedThreshold
threshold_value
  Input should be a valid number [type=float_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/float_type
threshold_unit
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",,Other,Other,other_fallback,0.0
16568,El Salvador -Extreme Rainfall sEAP (MDRSV018),Extreme Rainfall,trigger_statement_1,0,1,Greater than 60% chance of a tropical storm or hurricane entering the DGOA emergency stage watch area within the next 7 days,U.S. National Hurricane Center (NHC),7 days,False,,dual-trigger,False,Probability of tropical storm or hurricane,>,60.0,percent,60.0,7.0,days,NHC,regional,DGOA emergency stage watch area,,,,,False,MDRSV018,,AND,azure_openai,,Probability of tropical storm or hurricane,Alert/Warning Status,Tropical Storm/Hurricane Probability,llm_disambiguation,0.95
16568,El Salvador -Extreme Rainfall sEAP (MDRSV018),Extreme Rainfall,trigger_statement_2,0,2,Accumulated rainfall forecast exceeding 200 mm over a 3-day period,General Directorate of the Hazards and Natural Resources Observatory (DGOA),3 days,True,Trigger 2 activation is conditional on Trigger 1 being fulfilled first,dual-trigger,False,Rainfall total,>=,200.0,mm,,3.0,days,DGOA,national,,3.0,days,,,False,MDRSV018,,AND,azure_openai,,Rainfall total,Precipitation,Extreme Rainfall,llm_disambiguation,1.0
16568,El Salvador -Extreme Rainfall sEAP (MDRSV018),Extreme Rainfall,trigger_statement_2,1,2,Forecast period: May through November,General Directorate of the Hazards and Natural Resources Observatory (DGOA),3 days,True,Trigger 2 activation is conditional on Trigger 1 being fulfilled first,dual-trigger,False,,,,,,,,,,,,,,,,,,,azure_openai,"1 validation error for NormalizedThreshold
threshold_value
  Input should be a valid number [type=float_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/float_type",,Other,Other,other_fallback,0.0
16569,Chile - Wildfire sEAP (MDRCL018),Wildfire,trigger_statement_1,0,3,Ignition probability equal to or greater than 70%,"CONAF (National Forestry Corporation), Red Button forecast system",8 days in advance,False,,single-trigger,True,Ignition probability,>=,70.0,percentile,70.0,8.0,days,CONAF,national,,,,,,False,MDRCL018,,,azure_openai,,Ignition probability,Fire Risk,Ignition probability,deterministic_alias,1.0
16569,Chile - Wildfire sEAP (MDRCL018),Wildfire,trigger_statement_1,1,3,Wind speed equal to or greater than 20 Km/h,"CONAF (National Forestry Corporation), Red Button forecast system",8 days in advance,False,,single-trigger,True,Wind speed,>=,20.0,km/h,,8.0,days,CONAF,national,,,,,,False,MDRCL018,,,azure_openai,,Wind speed,Wind,Wildfire,llm_disambiguation,1.0
16569,Chile - Wildfire sEAP (MDRCL018),Wildfire,trigger_statement_1,2,3,Relative humidity less than 30% in the threatened territory,"CONAF (National Forestry Corporation), Red Button forecast system",8 days in advance,False,,single-trigger,True,Relative humidity,<,30.0,%,,8.0,days,CONAF,regional,threatened territory,,,,,False,MDRCL018,,,azure_openai,,Relative humidity,Humidity,Relative humidity,deterministic_alias,1.0
16618,Myanmar - Heatwave sEAP (MDRMM022),Heatwave,trigger_statement_1,0,5,Heat Index (HI) ≥ 62.6 for Yangon (Kaba Aye) for at least 3 consecutive days,Department of Meteorology & Hydrology (DMH) Myanmar; Numerical Weather Prediction (NWP) model; Indian Meteorology Department (IMD) for pre-activation,Up to 5 days lead time including 3 days heatwave duration; pre-activation trigger 10 days before heatwave onset,True,The cash distribution is conditional on the forecasted and observed HI thresholds being met for consecutive 3 days; pre-activation trigger from IMD 10 days prior initiates preparatory actions before main trigger confirmation.,multi-stage,True,Heat Index,>=,62.6,°C,,5.0,days,DMH,administrative_unit,Yangon (Kaba Aye),,,3.0,days,False,MDRMM022,,THEN,azure_openai,,Heat Index,Temperature,Heat index,deterministic_alias,1.0
16618,Myanmar - Heatwave sEAP (MDRMM022),Heatwave,trigger_statement_1,1,5,Heat Index (HI) ≥ 58.2 for Mandalay for at least 3 consecutive days,Department of Meteorology & Hydrology (DMH) Myanmar; Numerical Weather Prediction (NWP) model; Indian Meteorology Department (IMD) for pre-activation,Up to 5 days lead time including 3 days heatwave duration; pre-activation trigger 10 days before heatwave onset,True,The cash distribution is conditional on the forecasted and observed HI thresholds being met for consecutive 3 days; pre-activation trigger from IMD 10 days prior initiates preparatory actions before main trigger confirmation.,multi-stage,True,Heat Index,>=,58.2,°C,,5.0,days,DMH,administrative_unit,Mandalay,,,3.0,days,False,MDRMM022,,THEN,azure_openai,,Heat Index,Temperature,Heat index,deterministic_alias,1.0
16618,Myanmar - Heatwave sEAP (MDRMM022),Heatwave,trigger_statement_1,2,5,Heat Index corresponds to more than 90th percentile values for summer months (March-May),Department of Meteorology & Hydrology (DMH) Myanmar; Numerical Weather Prediction (NWP) model; Indian Meteorology Department (IMD) for pre-activation,Up to 5 days lead time including 3 days heatwave duration; pre-activation trigger 10 days before heatwave onset,True,The cash distribution is conditional on the forecasted and observed HI thresholds being met for consecutive 3 days; pre-activation trigger from IMD 10 days prior initiates preparatory actions before main trigger confirmation.,multi-stage,True,Heat Index,>,90.0,percentile,,5.0,days,DMH,national,,,,3.0,days,False,MDRMM022,,THEN,azure_openai,,Heat Index,Temperature,Heat index,deterministic_alias,1.0
16618,Myanmar - Heatwave sEAP (MDRMM022),Heatwave,trigger_statement_1,3,5,Forecast lead time maximum 5 days including 3 days heatwave duration,Department of Meteorology & Hydrology (DMH) Myanmar; Numerical Weather Prediction (NWP) model; Indian Meteorology Department (IMD) for pre-activation,Up to 5 days lead time including 3 days heatwave duration; pre-activation trigger 10 days before heatwave onset,True,The cash distribution is conditional on the forecasted and observed HI thresholds being met for consecutive 3 days; pre-activation trigger from IMD 10 days prior initiates preparatory actions before main trigger confirmation.,multi-stage,True,Heatwave duration,<=,3.0,days,,5.0,days,DMH,national,,,,3.0,days,False,MDRMM022,,THEN,azure_openai,,Heatwave duration,Temperature,Heatwave duration,llm_disambiguation,0.9
16618,Myanmar - Heatwave sEAP (MDRMM022),Heatwave,trigger_statement_1,4,5,Observed HI and forecasted HI for next two days must surpass thresholds for cash distribution continuation,Department of Meteorology & Hydrology (DMH) Myanmar; Numerical Weather Prediction (NWP) model; Indian Meteorology Department (IMD) for pre-activation,Up to 5 days lead time including 3 days heatwave duration; pre-activation trigger 10 days before heatwave onset,True,The cash distribution is conditional on the forecasted and observed HI thresholds being met for consecutive 3 days; pre-activation trigger from IMD 10 days prior initiates preparatory actions before main trigger confirmation.,multi-stage,True,,,,,,,,,,,,,,,,,,,azure_openai,"2 validation errors for NormalizedThreshold
threshold_value
  Input should be a valid number [type=float_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/float_type
threshold_unit
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",,Other,Other,other_fallback,0.0
16633,Burkina Faso - Heatwave sEAP (MDRBF020),Heatwave,trigger_statement_1,0,2,Maximum temperature of 42.4°C or higher,National Meteorological Agency (ANAM),4 days,False,,single-trigger,False,Maximum temperature,>=,42.4,°C,,4.0,days,ANAM,national,,,,,,False,MDRBF020,,,azure_openai,,Maximum temperature,Temperature,Maximum temperature,llm_disambiguation,1.0
16633,Burkina Faso - Heatwave sEAP (MDRBF020),Heatwave,trigger_statement_1,1,2,Duration of at least 3 consecutive days,National Meteorological Agency (ANAM),4 days,False,,single-trigger,False,Duration of heatwave,>=,3.0,days,,4.0,days,ANAM,national,,,,3.0,days,False,MDRBF020,,,azure_openai,,Duration of heatwave,Temperature,Heatwave Duration,llm_disambiguation,0.95
16646,Colombia - Drought sEAP (MDRCO027),Drought,trigger_statement_1,0,2,50% probability that rainfall will be below normal for the next three months,"Institute of Hydrology, Meteorology and Environmental Studies (IDEAM)",3 months ahead,False,,single-trigger,False,,,,,,,,,,,,,,,,,,,azure_openai,"1 validation error for NormalizedThreshold
threshold_value
  Input should be a valid number [type=float_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/float_type",,Other,Other,other_fallback,0.0
16646,Colombia - Drought sEAP (MDRCO027),Drought,trigger_statement_1,1,2,Standardized Precipitation Index (SPI) forecast indicates moderate drought with values equal or below -1.4 for the same three months,"Institute of Hydrology, Meteorology and Environmental Studies (IDEAM)",3 months ahead,False,,single-trigger,False,Standardized Precipitation Index,<=,-1.4,unitless,,3.0,months,IDEAM,national,,3.0,months,,,False,MDRCO027,,,azure_openai,,Standardized Precipitation Index,Precipitation,Drought,llm_disambiguation,0.9
16651,El Salvador - Drought EAP (MDRSV017),Drought,trigger_statement_1,0,4,El Niño event forecast in region 3.4,"General Directorate of Threat Observatory and Natural Resources (DGOA), official IRI-CPC forecast",3 to 4 months,False,,dual-trigger,False,El Niño event,=,1.0,event,,4.0,months,IRI-CPC,regional,region 3.4,,,,,False,MDRSV017,,AND,azure_openai,,El Niño event,Other,El Niño event,other_fallback,0.9
16651,El Salvador - Drought EAP (MDRSV017),Drought,trigger_statement_1,1,4,60% probability,"General Directorate of Threat Observatory and Natural Resources (DGOA), official IRI-CPC forecast",3 to 4 months,False,,dual-trigger,False,Seasonal precipitation,>=,60.0,percentile,60.0,4.0,months,IRI-CPC,national,,,,,,False,MDRSV017,,AND,azure_openai,,Seasonal precipitation,Precipitation,Seasonal precipitation,llm_disambiguation,0.9
16651,El Salvador - Drought EAP (MDRSV017),Drought,trigger_statement_1,2,4,Forecast horizon of 3 to 4 months,"General Directorate of Threat Observatory and Natural Resources (DGOA), official IRI-CPC forecast",3 to 4 months,False,,dual-trigger,False,,,,,,,,,,,,,,,,,,,azure_openai,"1 validation error for NormalizedThreshold
forecast_variable
  Value error, forecast_variable cannot be temporal metadata such as lead time/duration/timeframe [type=value_error, input_value='Forecast horizon', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/value_error",,Other,Other,other_fallback,0.0
16651,El Salvador - Drought EAP (MDRSV017),Drought,trigger_statement_1,3,4,Based on official IRI-CPC forecast until April of the current year or earlier in the previous year,"General Directorate of Threat Observatory and Natural Resources (DGOA), official IRI-CPC forecast",3 to 4 months,False,,dual-trigger,False,,,,,,,,,,,,,,,,,,,azure_openai,"1 validation error for NormalizedThreshold
threshold_value
  Input should be a valid number [type=float_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/float_type",,Other,Other,other_fallback,0.0
16651,El Salvador - Drought EAP (MDRSV017),Drought,trigger_statement_2,0,3,Quarterly precipitation forecast,General Directorate of Threat Observatory and Natural Resources (DGOA),3 months,False,,dual-trigger,False,,,,,,,,,,,,,,,,,,,azure_openai,"2 validation errors for NormalizedThreshold
threshold_value
  Input should be a valid number [type=float_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/float_type
threshold_unit
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",,Other,Other,other_fallback,0.0
16651,El Salvador - Drought EAP (MDRSV017),Drought,trigger_statement_2,1,3,"Accumulated rainfall during May, June, and July below normal",General Directorate of Threat Observatory and Natural Resources (DGOA),3 months,False,,dual-trigger,False,,,,,,,,,,,,,,,,,,,azure_openai,"1 validation error for NormalizedThreshold
threshold_value
  Input should be a valid number [type=float_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/float_type",,Other,Other,other_fallback,0.0
16651,El Salvador - Drought EAP (MDRSV017),Drought,trigger_statement_2,2,3,Below 33rd percentile,General Directorate of Threat Observatory and Natural Resources (DGOA),3 months,False,,dual-trigger,False,Seasonal precipitation,<=,33.0,percentile,,3.0,months,DGOA,national,,,,,,False,MDRSV017,,AND,azure_openai,,Seasonal precipitation,Precipitation,Below 33rd percentile,llm_disambiguation,0.9
16682,Lesotho - Cold Wave EAP (MDRLS010),Cold Wave,trigger_statement_1,0,3,Maximum day temperature forecast of 2°C or less,Lesotho Meteorological Services (LMS),4 days,False,,single-trigger,False,Maximum temperature,<=,2.0,°C,,4.0,days,LMS,national,,,,,,False,,,,azure_openai,,Maximum temperature,Temperature,Maximum temperature,llm_disambiguation,1.0
16682,Lesotho - Cold Wave EAP (MDRLS010),Cold Wave,trigger_statement_1,1,3,For at least two consecutive days,Lesotho Meteorological Services (LMS),4 days,False,,single-trigger,False,,,,,,,,,,,,,,,,,,,azure_openai,"4 validation errors for NormalizedThreshold
forecast_variable
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
threshold_operator
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
threshold_value
  Input should be a valid number [type=float_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/float_type
threshold_unit
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",,Other,Other,other_fallback,0.0
16682,Lesotho - Cold Wave EAP (MDRLS010),Cold Wave,trigger_statement_1,2,3,Maximum lead time of four days before onset,Lesotho Meteorological Services (LMS),4 days,False,,single-trigger,False,,,,,,,,,,,,,,,,,,,azure_openai,"1 validation error for NormalizedThreshold
forecast_variable
  Value error, forecast_variable cannot be temporal metadata such as lead time/duration/timeframe [type=value_error, input_value='Lead time', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/value_error",,Other,Other,other_fallback,0.0
16700,Philippines - Typhoon EAP (MDRPH055),Storm,trigger_statement_1,0,1,At least three municipalities in a province will have 10% of their houses damaged,Netherlands Red Cross 510 model using ECMWF data,72 hours (3 days) before anticipated landfall,False,,multi-stage,False,Percent houses damaged,>=,10.0,%,,3.0,days,ECMWF,count_threshold,at least three municipalities in a province,,,,,False,MDRPH055,,,azure_openai,,Percent houses damaged,Population Impact,Storm,llm_disambiguation,0.9
16700,Philippines - Typhoon EAP (MDRPH055),Storm,trigger_statement_2,0,4,"50% likelihood of complete damage to over 200,000 houses nationwide",Netherlands Red Cross 510 model using ECMWF forecast ensemble data,72 hours (3 days) before anticipated landfall,False,,multi-stage,False,Damage likelihood,>=,50.0,percent,50.0,3.0,days,ECMWF,national,,,,,,False,MDRPH055,,,azure_openai,,Damage likelihood,Population Impact,Damage likelihood,llm_disambiguation,0.9
16700,Philippines - Typhoon EAP (MDRPH055),Storm,trigger_statement_2,1,4,"60% likelihood of complete damage to more than 160,000 houses",Netherlands Red Cross 510 model using ECMWF forecast ensemble data,72 hours (3 days) before anticipated landfall,False,,multi-stage,False,Likelihood of complete damage to houses,>=,60.0,%,60.0,3.0,days,ECMWF,national,,,,,,False,MDRPH055,,,azure_openai,,Likelihood of complete damage to houses,Population Impact,Damage to houses,llm_disambiguation,0.9
16700,Philippines - Typhoon EAP (MDRPH055),Storm,trigger_statement_2,2,4,"70% likelihood of complete damage to more than 90,000 houses",Netherlands Red Cross 510 model using ECMWF forecast ensemble data,72 hours (3 days) before anticipated landfall,False,,multi-stage,False,Damage likelihood,>=,70.0,percent,70.0,3.0,days,ECMWF,national,,,,,,False,MDRPH055,,,azure_openai,,Damage likelihood,Population Impact,Damage likelihood,llm_disambiguation,0.9
16700,Philippines - Typhoon EAP (MDRPH055),Storm,trigger_statement_2,3,4,"80% likelihood of complete damage to more than 50,000 houses",Netherlands Red Cross 510 model using ECMWF forecast ensemble data,72 hours (3 days) before anticipated landfall,False,,multi-stage,False,Damage likelihood,>=,80.0,percent,80.0,3.0,days,ECMWF,national,,,,,,False,MDRPH055,,,azure_openai,,Damage likelihood,Population Impact,Damage likelihood,llm_disambiguation,0.9
16700,Philippines - Typhoon EAP (MDRPH055),Storm,trigger_statement_3,0,3,Predicted wind speed of 185 km/h in Central or Northern Luzon (Region 1),"Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA)",72 hours (3 days) before expected landfall,False,,multi-stage,False,Wind speed,>=,185.0,km/h,,3.0,days,PAGASA,regional,Central or Northern Luzon (Region 1),,,,,False,MDRPH055,,,azure_openai,,Wind speed,Wind,Storm,llm_disambiguation,1.0
16700,Philippines - Typhoon EAP (MDRPH055),Storm,trigger_statement_3,1,3,"Predicted wind speed of 185 km/h in Eastern Visayas, Bicol or Calabarzon (Region 2)","Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA)",72 hours (3 days) before expected landfall,False,,multi-stage,False,Wind speed,>=,185.0,km/h,,3.0,days,PAGASA,regional,"Eastern Visayas, Bicol or Calabarzon (Region 2)",,,,,False,MDRPH055,,,azure_openai,,Wind speed,Wind,Storm,llm_disambiguation,1.0
16700,Philippines - Typhoon EAP (MDRPH055),Storm,trigger_statement_3,2,3,Predicted wind speed of 118 km/h in Caraga or Davao regions (Region 3),"Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA)",72 hours (3 days) before expected landfall,False,,multi-stage,False,Wind speed,>=,118.0,km/h,,3.0,days,PAGASA,regional,Caraga or Davao regions (Region 3),,,,,False,MDRPH055,,,azure_openai,,Wind speed,Wind,Storm,llm_disambiguation,1.0
16754,Chad - Floods EAP (MDRTD023),Flood,trigger_statement_1,0,1,Above-normal seasonal rainfall forecast,National Meteorological Agency of Chad (ANAM),Two months ahead (information available in May),False,,dual-trigger,False,Seasonal precipitation,>=,50.0,percentile,,2.0,months,ANAM,national,,,,,,False,MDRTD023,,AND,azure_openai,,Seasonal precipitation,Precipitation,Seasonal,llm_disambiguation,0.95
16754,Chad - Floods EAP (MDRTD023),Flood,trigger_statement_2,0,2,Weekly Extreme Forecast Index (EFI) from ECMWF model greater than 0.8,European Centre for Medium-Range Weather Forecasts (ECMWF) and National Meteorological Agency of Chad (ANAM),7 days,False,,dual-trigger,False,Extreme Forecast Index,>,0.8,index,,7.0,days,ECMWF,national,,,,,,False,MDRTD023,,AND,azure_openai,,Extreme Forecast Index,Hydrological Flow,Flood,llm_disambiguation,0.9
16754,Chad - Floods EAP (MDRTD023),Flood,trigger_statement_2,1,2,Extreme rain forecast from National Meteorological Agency of Chad (ANAM),European Centre for Medium-Range Weather Forecasts (ECMWF) and National Meteorological Agency of Chad (ANAM),7 days,False,,dual-trigger,False,,,,,,,,,,,,,,,,,,,azure_openai,"1 validation error for NormalizedThreshold
threshold_value
  Input should be a valid number [type=float_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/float_type",,Other,Other,other_fallback,0.0
16764,Somalia - Drought EAP (MDRSO019),Drought,trigger_statement_1,0,2,SPI-12 forecast less than -1 for a district,"ICPAC (SPI-12 forecast), FEWSNET (Food Insecurity projection)",90 days (about 3 months),True,Both conditions (SPI-12 < -1 and FEWSNET projection ≥ 0.7) must be met simultaneously in the same district to trigger anticipatory actions.,dual-trigger,True,Seasonal precipitation,<=,-1.0,percentile,,90.0,days,ICPAC,administrative_unit,district,12.0,months,,,False,MDRSO019,AND,AND,azure_openai,,Seasonal precipitation,Precipitation,SPI-12 forecast less than -1 percentile,llm_disambiguation,0.9
16764,Somalia - Drought EAP (MDRSO019),Drought,trigger_statement_1,1,2,FEWSNET food insecurity projection at least 0.7 in derived population-weighted index in the same district,"ICPAC (SPI-12 forecast), FEWSNET (Food Insecurity projection)",90 days (about 3 months),True,Both conditions (SPI-12 < -1 and FEWSNET projection ≥ 0.7) must be met simultaneously in the same district to trigger anticipatory actions.,dual-trigger,True,Food insecurity projection,>=,0.7,index,,3.0,months,FEWSNET,administrative_unit,same district,,,,,False,MDRSO019,,AND,azure_openai,,Food insecurity projection,Agricultural Impact,Food insecurity projection,llm_disambiguation,0.9
16767,Kyrgyzstan - Cold Wave EAP (MDRKG020),Cold Wave,trigger_statement_1,0,2,Forecast of cold wave with a lead time of 4 days,Kyrgyzhydromet (Hydrometeorological Service under the Ministry of Emergency Situations of the Kyrgyz Republic),4 days with confirmation at 72 hours before the event,False,,single-trigger,True,Cold wave,>=,1.0,event,,4.0,days,Kyrgyzhydromet,national,,,,,,False,MDRKG020,,,azure_openai,,Cold wave,Temperature,Cold wave,deterministic_alias,1.0
16767,Kyrgyzstan - Cold Wave EAP (MDRKG020),Cold Wave,trigger_statement_1,1,2,72-hour forecast confirmation with at least 75% probability of cold wave occurrence,Kyrgyzhydromet (Hydrometeorological Service under the Ministry of Emergency Situations of the Kyrgyz Republic),4 days with confirmation at 72 hours before the event,False,,single-trigger,True,Cold wave occurrence probability,>=,75.0,%,75.0,4.0,days,Kyrgyzhydromet,national,,72.0,hours,,,False,MDRKG020,,,azure_openai,,Cold wave occurrence probability,Alert/Warning Status,Cold Wave,llm_disambiguation,0.95
16796,Yemen - Floods EAP (MDRYE015),Flood,trigger_statement_1,0,2,24-hour rainfall totals of 20mm or above forecasted 7 days ahead across western Yemen including Hajjah Governorate,ECMWF,7 days for readiness trigger; 3 days (72 hours) for activation trigger,True,Activation trigger is conditional on the readiness trigger being met first,dual-trigger,False,Rainfall total,>=,20.0,mm,,7.0,days,ECMWF,administrative_unit,western Yemen including Hajjah Governorate,24.0,hours,,,False,MDRYE015,,AND,azure_openai,,Rainfall total,Precipitation,Rainfall total,llm_disambiguation,1.0
16796,Yemen - Floods EAP (MDRYE015),Flood,trigger_statement_1,1,2,24-hour rainfall totals of 20mm or above forecasted within 3 days (72 hours) over northwestern Yemen including Hajjah Governorate,ECMWF,7 days for readiness trigger; 3 days (72 hours) for activation trigger,True,Activation trigger is conditional on the readiness trigger being met first,dual-trigger,False,Rainfall total,>=,20.0,mm,,7.0,days,ECMWF,administrative_unit,Hajjah Governorate,24.0,hours,,,False,MDRYE015,,AND,azure_openai,,Rainfall total,Precipitation,Rainfall total,llm_disambiguation,1.0
16797,Yemen - Floods EAP (MDRYE015),Flood,trigger_statement_1,0,2,24-hour rainfall totals of 20mm or above forecasted 7 days ahead across western Yemen including Hajjah Governorate,ECMWF,7 days for readiness trigger; 3 days (72 hours) for activation trigger,True,Activation trigger is conditional on readiness trigger being met first,dual-trigger,False,Rainfall total,>=,20.0,mm,,7.0,days,ECMWF,administrative_unit,western Yemen including Hajjah Governorate,24.0,hours,,,False,MDRYE015,,AND,azure_openai,,Rainfall total,Precipitation,Rainfall total,llm_disambiguation,1.0
16797,Yemen - Floods EAP (MDRYE015),Flood,trigger_statement_1,1,2,24-hour rainfall totals of 20mm or above forecasted within 3 days (72 hours) over northwestern Yemen including Hajjah Governorate,ECMWF,7 days for readiness trigger; 3 days (72 hours) for activation trigger,True,Activation trigger is conditional on readiness trigger being met first,dual-trigger,False,Rainfall total,>=,20.0,mm,,7.0,days,ECMWF,administrative_unit,northwestern Yemen including Hajjah Governorate,24.0,hours,,,False,MDRYE015,,AND,azure_openai,,Rainfall total,Precipitation,Rainfall total,llm_disambiguation,1.0
16827,Burundi - Floods -sEAP (MDRBI021),Flood,trigger_statement_1,0,3,ICPAC forecasts indicate that the 99th percentile of daily precipitation totals will be exceeded with a probability of 60% or more seven days before impact,"ICPAC (IGAD Climate Prediction and Application Centre), IGEBU (Burundi Geographic Institute)",7 days for ICPAC forecast in threshold 1; 3 days for combined ICPAC and IGEBU forecast in threshold 2,False,,dual-trigger,False,Rainfall total,>=,99.0,percentile,60.0,7.0,days,ICPAC,national,,,,,,False,MDRBI021,,INDEPENDENT,azure_openai,,Rainfall total,Precipitation,Rainfall total,llm_disambiguation,0.95
